,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,gender,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
736,Medium,24.0,,used car,11560.0,Very Low,Medium,1.0,Female,none,4.0,car,23.0,none,rent,2.0,High Qualified,1.0,none,yes,bad
737,Low,18.0,,new car,4380.0,Low,Medium,3.0,Male,none,4.0,car,35.0,none,own,1.0,Unqualified,2.0,yes,yes,good
738,Unknown,6.0,,new car,6761.0,Very Low,Long,1.0,Male,none,3.0,no known property,45.0,none,own,2.0,High Qualified,2.0,yes,yes,good
739,Medium,30.0,no credits,business,4280.0,Low,Medium,4.0,Female,none,4.0,car,26.0,none,rent,2.0,Unqualified,1.0,none,yes,bad
740,Low,24.0,,new car,2325.0,Low,Long,2.0,Male,none,3.0,car,32.0,bank,own,1.0,Qualified,1.0,none,yes,good
741,Medium,10.0,,radio/tv,1048.0,Very Low,Medium,4.0,Male,none,4.0,real estate,23.0,stores,own,1.0,Unqualified,1.0,none,yes,good
742,Unknown,21.0,,radio/tv,3160.0,Unknown,Very Long,4.0,Male,none,3.0,life insurance,41.0,none,own,1.0,Qualified,1.0,yes,yes,good
743,Low,24.0,,furniture/equipment,2483.0,Medium,Medium,4.0,Male,none,4.0,real estate,22.0,stores,own,1.0,Qualified,1.0,yes,yes,good
744,Low,39.0,,furniture/equipment,14179.0,Unknown,Long,4.0,Male,none,4.0,life insurance,30.0,none,own,2.0,High Qualified,1.0,yes,yes,good
745,Low,13.0,,business,1797.0,Very Low,Short,3.0,Male,none,1.0,life insurance,28.0,bank,own,2.0,Unqualified,1.0,none,yes,good
746,Low,15.0,,new car,2511.0,Very Low,,1.0,Female,none,4.0,car,23.0,none,rent,1.0,Qualified,1.0,none,yes,good
747,Low,12.0,,new car,1274.0,Very Low,Short,3.0,Female,none,1.0,real estate,37.0,none,own,1.0,Unqualified,1.0,none,yes,bad
748,Unknown,21.0,,used car,5248.0,Unknown,Medium,1.0,Male,none,3.0,car,26.0,none,own,1.0,Qualified,1.0,none,yes,good
749,Unknown,15.0,,used car,3029.0,Very Low,Long,2.0,Male,none,2.0,car,33.0,none,own,1.0,Qualified,1.0,none,yes,good
750,Low,6.0,,furniture/equipment,428.0,Very Low,Very Long,2.0,Female,none,1.0,life insurance,49.0,bank,own,1.0,Qualified,1.0,yes,yes,good
751,Low,18.0,,new car,976.0,Very Low,Short,1.0,Female,none,2.0,car,23.0,none,own,1.0,Unqualified,1.0,none,yes,bad
752,Medium,12.0,,business,841.0,Low,Long,2.0,Female,none,4.0,real estate,23.0,none,rent,1.0,Unqualified,1.0,none,yes,good
753,Unknown,30.0,,radio/tv,5771.0,Very Low,Long,4.0,Female,none,2.0,car,25.0,none,own,2.0,Qualified,1.0,none,yes,good
754,Unknown,12.0,,repairs,1555.0,High,Very Long,4.0,Male,none,4.0,no known property,55.0,none,for free,2.0,Qualified,2.0,none,yes,bad
755,Low,24.0,,new car,1285.0,Unknown,Long,4.0,Female,none,4.0,no known property,32.0,none,rent,1.0,Qualified,1.0,none,yes,bad
756,High,6.0,,new car,1299.0,Very Low,Medium,1.0,Male,none,1.0,real estate,74.0,none,own,3.0,Unemployed,2.0,none,no,good
757,High,15.0,,radio/tv,1271.0,Unknown,Medium,3.0,Male,none,4.0,no known property,39.0,none,for free,2.0,Qualified,1.0,yes,yes,bad
758,Unknown,24.0,,new car,1393.0,Very Low,Medium,2.0,Male,guarantor,2.0,real estate,31.0,none,own,1.0,Qualified,1.0,yes,yes,good
759,Low,12.0,,new car,691.0,Very Low,Very Long,4.0,Male,none,3.0,life insurance,35.0,none,own,2.0,Qualified,1.0,none,yes,bad
760,Unknown,15.0,,new car,5045.0,Unknown,Very Long,1.0,Female,none,4.0,car,59.0,none,own,1.0,Qualified,1.0,yes,yes,good
761,Low,18.0,,furniture/equipment,2124.0,Very Low,Medium,4.0,Female,none,4.0,real estate,24.0,none,rent,2.0,Qualified,1.0,none,yes,bad
762,Low,12.0,,radio/tv,2214.0,Very Low,Medium,4.0,Male,none,3.0,life insurance,24.0,none,own,1.0,Unqualified,1.0,none,yes,good
763,Unknown,21.0,,new car,12680.0,Unknown,Very Long,4.0,Male,none,4.0,no known property,30.0,none,for free,1.0,High Qualified,1.0,yes,yes,bad
764,Unknown,24.0,,new car,2463.0,Low,Long,4.0,Male,none,3.0,life insurance,27.0,none,own,2.0,Qualified,1.0,yes,yes,good
765,Medium,12.0,,radio/tv,1155.0,Very Low,Very Long,3.0,Male,guarantor,3.0,real estate,40.0,bank,own,2.0,Unqualified,1.0,none,yes,good
766,Low,30.0,,furniture/equipment,3108.0,Very Low,Short,2.0,Male,none,4.0,life insurance,31.0,none,own,1.0,Unqualified,1.0,none,yes,bad
767,Unknown,10.0,,used car,2901.0,Unknown,Short,1.0,Female,none,4.0,real estate,31.0,none,rent,1.0,Qualified,1.0,none,yes,good
768,Medium,12.0,,furniture/equipment,3617.0,Very Low,Very Long,1.0,Male,none,4.0,car,28.0,none,rent,3.0,Qualified,1.0,yes,yes,good
769,Unknown,12.0,,radio/tv,1655.0,Very Low,Very Long,2.0,Male,none,4.0,real estate,63.0,none,own,2.0,Unqualified,1.0,yes,yes,good
770,Low,24.0,,used car,2812.0,Unknown,Very Long,2.0,Female,none,4.0,real estate,26.0,none,rent,1.0,Qualified,1.0,none,yes,good
771,Low,36.0,,education,8065.0,Very Low,Medium,3.0,Female,none,2.0,no known property,25.0,none,own,2.0,High Qualified,1.0,yes,yes,bad
772,Unknown,21.0,,used car,3275.0,Very Low,Very Long,1.0,Male,none,4.0,car,36.0,none,own,1.0,High Qualified,1.0,yes,yes,good
773,Unknown,24.0,,radio/tv,2223.0,Low,Very Long,4.0,Male,none,4.0,life insurance,52.0,bank,own,2.0,Qualified,1.0,none,yes,good
774,High,12.0,,new car,1480.0,Medium,,2.0,Male,none,4.0,no known property,66.0,bank,for free,3.0,Unemployed,1.0,none,yes,good
775,Low,24.0,,new car,1371.0,Unknown,Medium,4.0,Female,none,4.0,real estate,25.0,none,rent,1.0,Qualified,1.0,none,yes,bad
776,Unknown,36.0,,new car,3535.0,Very Low,Long,4.0,Male,none,4.0,car,37.0,none,own,2.0,Qualified,1.0,yes,yes,good
777,Low,18.0,,radio/tv,3509.0,Very Low,Long,4.0,Female,guarantor,1.0,real estate,25.0,none,own,1.0,Qualified,1.0,none,yes,good
778,Unknown,36.0,,used car,5711.0,High,Very Long,4.0,Male,none,2.0,car,38.0,none,own,2.0,High Qualified,1.0,yes,yes,good
779,Medium,18.0,,repairs,3872.0,Very Low,,2.0,Female,none,4.0,car,67.0,none,own,1.0,Qualified,1.0,yes,yes,good
780,Medium,39.0,,radio/tv,4933.0,Very Low,Long,2.0,Male,guarantor,2.0,real estate,25.0,none,own,2.0,Qualified,1.0,none,yes,bad
781,Unknown,24.0,,new car,1940.0,High,Very Long,4.0,Male,none,4.0,real estate,60.0,none,own,1.0,Qualified,1.0,yes,yes,good
782,Medium,12.0,no credits,retraining,1410.0,Very Low,Medium,2.0,Male,none,2.0,real estate,31.0,none,own,1.0,Unqualified,1.0,yes,yes,good
783,Medium,12.0,,new car,836.0,Low,Short,4.0,Female,none,2.0,life insurance,23.0,bank,own,1.0,Unqualified,1.0,none,yes,bad
784,Medium,20.0,,used car,6468.0,Unknown,,1.0,Male,none,4.0,real estate,60.0,none,own,1.0,High Qualified,1.0,yes,yes,good
785,Medium,18.0,,business,1941.0,High,Medium,4.0,Male,none,2.0,life insurance,35.0,none,own,1.0,Unqualified,1.0,yes,yes,good
786,Unknown,22.0,,radio/tv,2675.0,Medium,Very Long,3.0,Male,none,4.0,car,40.0,none,own,1.0,Qualified,1.0,none,yes,good
787,Unknown,48.0,,used car,2751.0,Unknown,Very Long,4.0,Male,none,3.0,car,38.0,none,own,2.0,Qualified,2.0,yes,yes,good
788,Medium,48.0,,education,6224.0,Very Low,Very Long,4.0,Male,none,4.0,no known property,50.0,none,for free,1.0,Qualified,1.0,none,yes,bad
789,Low,40.0,,education,5998.0,Very Low,Medium,4.0,Male,none,3.0,no known property,27.0,bank,own,1.0,Qualified,1.0,yes,yes,bad
790,Medium,21.0,,business,1188.0,Very Low,Very Long,2.0,Female,none,4.0,life insurance,39.0,none,own,1.0,Qualified,2.0,none,yes,bad
791,Unknown,24.0,,used car,6313.0,Unknown,Very Long,3.0,Male,none,4.0,car,41.0,none,own,1.0,High Qualified,2.0,yes,yes,good
792,Unknown,6.0,,furniture/equipment,1221.0,Unknown,Medium,1.0,Male,none,2.0,life insurance,27.0,none,own,2.0,Qualified,1.0,none,yes,good
793,High,24.0,,furniture/equipment,2892.0,Very Low,Very Long,3.0,Male,none,4.0,no known property,51.0,none,for free,1.0,Qualified,1.0,none,yes,good
794,Unknown,24.0,,furniture/equipment,3062.0,Medium,Very Long,4.0,Male,none,3.0,no known property,32.0,none,rent,1.0,Qualified,1.0,yes,yes,good
795,Unknown,9.0,,furniture/equipment,2301.0,Low,Short,2.0,Female,none,4.0,life insurance,22.0,none,rent,1.0,Qualified,1.0,none,yes,good
796,Low,18.0,,used car,7511.0,Unknown,Very Long,1.0,Male,none,4.0,life insurance,51.0,none,for free,1.0,Qualified,2.0,yes,yes,bad
797,Unknown,12.0,,furniture/equipment,1258.0,Very Low,Short,2.0,Female,none,4.0,life insurance,22.0,none,rent,2.0,Unqualified,1.0,none,yes,good
798,Unknown,24.0,,new car,717.0,Unknown,Very Long,4.0,Male,none,4.0,car,54.0,none,own,2.0,Qualified,1.0,yes,yes,good
799,Medium,9.0,,new car,1549.0,Unknown,Short,4.0,Male,none,2.0,real estate,35.0,none,own,1.0,Unemployed,1.0,none,yes,good
800,Unknown,24.0,,education,1597.0,Very Low,Very Long,4.0,Male,none,4.0,no known property,54.0,none,for free,2.0,Qualified,2.0,none,yes,good
801,Medium,18.0,,radio/tv,1795.0,Very Low,Very Long,3.0,Female,guarantor,4.0,real estate,48.0,bank,rent,2.0,Unqualified,1.0,yes,yes,good
802,Low,20.0,,furniture/equipment,4272.0,Very Low,Very Long,1.0,Female,none,4.0,life insurance,24.0,none,own,2.0,Qualified,1.0,none,yes,good
803,Unknown,12.0,,radio/tv,976.0,Unknown,Very Long,4.0,Male,none,4.0,car,35.0,none,own,2.0,Qualified,1.0,none,yes,good
804,Medium,12.0,,new car,7472.0,Unknown,,1.0,Female,none,2.0,real estate,24.0,none,rent,1.0,Unemployed,1.0,none,yes,good
805,Low,36.0,,new car,9271.0,Very Low,Long,2.0,Male,none,1.0,car,24.0,none,own,1.0,Qualified,1.0,yes,yes,bad
806,Medium,6.0,,radio/tv,590.0,Very Low,Short,3.0,Male,none,3.0,real estate,26.0,none,own,1.0,Unqualified,1.0,none,no,good
807,Unknown,12.0,,radio/tv,930.0,Unknown,Very Long,4.0,Male,none,4.0,real estate,65.0,none,own,4.0,Qualified,1.0,none,yes,good
808,Medium,42.0,,used car,9283.0,Very Low,,1.0,Male,none,2.0,no known property,55.0,bank,for free,1.0,High Qualified,1.0,yes,yes,good
809,Medium,15.0,no credits,new car,1778.0,Very Low,Short,2.0,Female,none,1.0,real estate,26.0,none,rent,2.0,Unemployed,1.0,none,yes,bad
810,Medium,8.0,,business,907.0,Very Low,Short,3.0,Male,none,2.0,real estate,26.0,none,own,1.0,Qualified,1.0,yes,yes,good
811,Medium,6.0,,radio/tv,484.0,Very Low,Long,3.0,Male,guarantor,3.0,real estate,28.0,bank,own,1.0,Unqualified,1.0,none,yes,good
812,Low,36.0,,used car,9629.0,Very Low,Long,4.0,Male,none,4.0,car,24.0,none,own,2.0,Qualified,1.0,yes,yes,bad
813,Low,48.0,,domestic appliance,3051.0,Very Low,Medium,3.0,Male,none,4.0,car,54.0,none,own,1.0,Qualified,1.0,none,yes,bad
814,Low,48.0,,new car,3931.0,Very Low,Long,4.0,Male,none,4.0,no known property,46.0,none,for free,1.0,Qualified,2.0,none,yes,bad
815,Medium,36.0,,new car,7432.0,Very Low,Medium,2.0,Female,none,2.0,life insurance,54.0,none,rent,1.0,Qualified,1.0,none,yes,good
816,Unknown,6.0,,domestic appliance,1338.0,Medium,Medium,1.0,Male,none,4.0,real estate,62.0,none,own,1.0,Qualified,1.0,none,yes,good
817,Unknown,6.0,,radio/tv,1554.0,Very Low,Long,1.0,Female,none,2.0,car,24.0,none,rent,2.0,Qualified,1.0,yes,yes,good
818,Low,36.0,,other,15857.0,Very Low,,2.0,Male,co applicant,3.0,car,43.0,none,own,1.0,High Qualified,1.0,none,yes,good
819,Low,18.0,,radio/tv,1345.0,Very Low,Medium,4.0,Male,none,3.0,real estate,26.0,bank,own,1.0,Qualified,1.0,none,yes,bad
820,Unknown,12.0,,new car,1101.0,Very Low,Medium,3.0,Male,none,2.0,real estate,27.0,none,own,2.0,Qualified,1.0,yes,yes,good
821,High,12.0,,radio/tv,3016.0,Very Low,Medium,3.0,Male,none,1.0,car,24.0,none,own,1.0,Qualified,1.0,none,yes,good
822,Low,36.0,,furniture/equipment,2712.0,Very Low,Very Long,2.0,Male,none,2.0,life insurance,41.0,bank,own,1.0,Qualified,2.0,none,yes,bad
823,Low,8.0,,new car,731.0,Very Low,Very Long,4.0,Male,none,4.0,real estate,47.0,none,own,2.0,Unqualified,1.0,none,yes,good
824,Unknown,18.0,,furniture/equipment,3780.0,Very Low,Short,3.0,Male,none,2.0,car,35.0,none,own,2.0,High Qualified,1.0,yes,yes,good
825,Low,21.0,,new car,1602.0,Very Low,Very Long,4.0,Male,none,3.0,car,30.0,none,own,2.0,Qualified,1.0,yes,yes,good
826,Low,18.0,,new car,3966.0,Very Low,Very Long,1.0,Female,none,4.0,real estate,33.0,bank,rent,3.0,Qualified,1.0,yes,yes,bad
827,Unknown,18.0,no credits,business,4165.0,Very Low,Medium,2.0,Male,none,2.0,car,36.0,stores,own,2.0,Qualified,2.0,none,yes,bad
828,Low,36.0,,used car,8335.0,Unknown,Very Long,3.0,Male,none,4.0,no known property,47.0,none,for free,1.0,Qualified,1.0,none,yes,bad
829,Medium,48.0,,business,6681.0,Unknown,Medium,4.0,Male,none,4.0,no known property,38.0,none,for free,1.0,Qualified,2.0,yes,yes,good
830,Unknown,24.0,,business,2375.0,Medium,Medium,4.0,Male,none,2.0,car,44.0,none,own,2.0,Qualified,2.0,yes,yes,good
831,Low,18.0,,new car,1216.0,Very Low,Short,4.0,Female,none,3.0,car,23.0,none,rent,1.0,Qualified,1.0,yes,yes,bad
832,Low,45.0,no credits,business,11816.0,Very Low,Very Long,2.0,Male,none,4.0,car,29.0,none,rent,2.0,Qualified,1.0,none,yes,bad
833,Medium,24.0,,radio/tv,5084.0,Unknown,Very Long,2.0,Female,none,4.0,car,42.0,none,own,1.0,Qualified,1.0,yes,yes,good
834,High,15.0,,radio/tv,2327.0,Very Low,Short,2.0,Female,none,3.0,real estate,25.0,none,own,1.0,Unqualified,1.0,none,yes,bad
835,Low,12.0,no credits,new car,1082.0,Very Low,Medium,4.0,Male,none,4.0,car,48.0,bank,own,2.0,Qualified,1.0,none,yes,bad
836,Unknown,12.0,,radio/tv,886.0,Unknown,Medium,4.0,Female,none,2.0,car,21.0,none,own,1.0,Qualified,1.0,none,yes,good
837,Unknown,4.0,,furniture/equipment,601.0,Very Low,Short,1.0,Female,none,3.0,real estate,23.0,none,rent,1.0,Unqualified,2.0,none,yes,good
838,Low,24.0,,used car,2957.0,Very Low,Very Long,4.0,Male,none,4.0,life insurance,63.0,none,own,2.0,Qualified,1.0,yes,yes,good
839,Unknown,24.0,,radio/tv,2611.0,Very Low,Very Long,4.0,Male,co applicant,3.0,real estate,46.0,none,own,2.0,Qualified,1.0,none,yes,good
840,Low,36.0,,furniture/equipment,5179.0,Very Low,Long,4.0,Male,none,2.0,life insurance,29.0,none,own,1.0,Qualified,1.0,none,yes,bad
841,Unknown,21.0,,used car,2993.0,Very Low,Medium,3.0,Male,none,2.0,real estate,28.0,stores,own,2.0,Unqualified,1.0,none,yes,good
842,Unknown,18.0,,repairs,1943.0,Very Low,Short,4.0,Female,none,4.0,real estate,23.0,none,own,1.0,Qualified,1.0,none,yes,bad
843,Unknown,24.0,,business,1559.0,Very Low,Long,4.0,Male,none,4.0,car,50.0,bank,own,1.0,Qualified,1.0,yes,yes,good
844,Unknown,18.0,,furniture/equipment,3422.0,Very Low,Very Long,4.0,Male,none,4.0,life insurance,47.0,bank,own,3.0,Qualified,2.0,yes,yes,good
845,Medium,21.0,,furniture/equipment,3976.0,Unknown,Long,2.0,Male,none,3.0,car,35.0,none,own,1.0,Qualified,1.0,yes,yes,good
846,Unknown,18.0,,new car,6761.0,Unknown,Medium,2.0,Male,none,4.0,car,68.0,none,rent,2.0,Qualified,1.0,none,yes,bad
847,Unknown,24.0,,new car,1249.0,Very Low,Short,4.0,Male,none,2.0,real estate,28.0,none,own,1.0,Qualified,1.0,none,yes,good
848,Low,9.0,,radio/tv,1364.0,Very Low,Long,3.0,Male,none,4.0,real estate,59.0,none,own,1.0,Qualified,1.0,none,yes,good
849,Low,12.0,,radio/tv,709.0,Very Low,Very Long,4.0,Male,none,4.0,real estate,57.0,stores,own,1.0,Unqualified,1.0,none,yes,bad
850,Low,20.0,,new car,2235.0,Very Low,Medium,4.0,Male,guarantor,2.0,life insurance,33.0,bank,rent,2.0,Qualified,1.0,none,no,bad
851,Unknown,24.0,,used car,4042.0,Unknown,Long,3.0,Male,none,4.0,life insurance,43.0,none,own,2.0,Qualified,1.0,yes,yes,good
852,Unknown,15.0,,radio/tv,1471.0,Very Low,Medium,4.0,Male,none,4.0,no known property,35.0,none,for free,2.0,Qualified,1.0,yes,yes,good
853,Low,18.0,,new car,1442.0,Very Low,Long,4.0,Male,none,4.0,no known property,32.0,none,for free,2.0,Unqualified,2.0,none,yes,bad
854,Unknown,36.0,,new car,10875.0,Very Low,Very Long,2.0,Male,none,2.0,car,45.0,none,own,2.0,Qualified,2.0,yes,yes,good
855,Unknown,24.0,,new car,1474.0,Low,Short,4.0,Male,none,3.0,real estate,33.0,none,own,1.0,Qualified,1.0,yes,yes,good
856,Unknown,10.0,,retraining,894.0,Unknown,Long,4.0,Female,none,3.0,life insurance,40.0,none,own,1.0,Qualified,1.0,yes,yes,good
857,Unknown,15.0,,furniture/equipment,3343.0,Very Low,Medium,4.0,Male,none,2.0,no known property,28.0,none,for free,1.0,Qualified,1.0,yes,yes,good
858,Low,15.0,,new car,3959.0,Very Low,Medium,3.0,Female,none,2.0,life insurance,29.0,none,own,1.0,Qualified,1.0,yes,yes,bad
859,Unknown,9.0,,new car,3577.0,Low,Medium,1.0,Male,guarantor,2.0,real estate,26.0,none,rent,1.0,Qualified,2.0,none,no,good
860,Unknown,24.0,,used car,5804.0,High,Medium,4.0,Male,none,2.0,real estate,27.0,none,own,2.0,Qualified,1.0,none,yes,good
861,Unknown,18.0,,business,2169.0,Very Low,Medium,4.0,Male,none,2.0,car,28.0,none,own,1.0,Qualified,1.0,yes,yes,bad
862,Low,24.0,,radio/tv,2439.0,Very Low,Short,4.0,Female,none,4.0,real estate,35.0,none,own,1.0,Qualified,1.0,yes,yes,bad
863,Unknown,27.0,,furniture/equipment,4526.0,High,Short,4.0,Male,none,2.0,real estate,32.0,stores,own,2.0,Unqualified,2.0,yes,yes,good
864,Unknown,10.0,,furniture/equipment,2210.0,Very Low,Medium,2.0,Male,none,2.0,real estate,25.0,bank,rent,1.0,Unqualified,1.0,none,yes,bad
865,Unknown,15.0,,furniture/equipment,2221.0,Medium,Medium,2.0,Female,none,4.0,car,20.0,none,rent,1.0,Qualified,1.0,none,yes,good
866,Low,18.0,,radio/tv,2389.0,Very Low,Short,4.0,Female,none,1.0,car,27.0,stores,own,1.0,Qualified,1.0,none,yes,good
867,Unknown,12.0,,furniture/equipment,3331.0,Very Low,Very Long,2.0,Male,none,4.0,life insurance,42.0,stores,own,1.0,Qualified,1.0,none,yes,good
868,Unknown,36.0,,business,7409.0,Unknown,Very Long,3.0,Male,none,2.0,life insurance,37.0,none,own,2.0,Qualified,1.0,none,yes,good
869,Low,12.0,,furniture/equipment,652.0,Very Low,Very Long,4.0,Female,none,4.0,life insurance,24.0,none,rent,1.0,Qualified,1.0,none,yes,good
870,Unknown,36.0,,furniture/equipment,7678.0,Medium,Long,2.0,Female,none,4.0,car,40.0,none,own,2.0,Qualified,1.0,yes,yes,good
871,High,6.0,,new car,1343.0,Very Low,Very Long,1.0,Male,none,4.0,real estate,46.0,none,own,2.0,Qualified,2.0,none,no,good
872,Low,24.0,,business,1382.0,Low,Long,4.0,Male,none,1.0,real estate,26.0,none,own,2.0,Qualified,1.0,yes,yes,good
873,Unknown,15.0,,domestic appliance,874.0,Unknown,Short,4.0,Female,none,1.0,real estate,24.0,none,own,1.0,Qualified,1.0,none,yes,good
874,Low,12.0,,furniture/equipment,3590.0,Very Low,Medium,2.0,Male,co applicant,2.0,life insurance,29.0,none,own,1.0,Unqualified,2.0,none,yes,good
875,Medium,11.0,,new car,1322.0,High,Medium,4.0,Female,none,4.0,car,40.0,none,own,2.0,Qualified,1.0,none,yes,good
876,Low,18.0,,radio/tv,1940.0,Very Low,Short,3.0,Male,co applicant,4.0,no known property,36.0,bank,for free,1.0,High Qualified,1.0,yes,yes,good
877,Unknown,36.0,,radio/tv,3595.0,Very Low,Very Long,4.0,Male,none,2.0,car,28.0,none,own,1.0,Qualified,1.0,none,yes,good
878,Low,9.0,,new car,1422.0,Very Low,Short,3.0,Male,none,2.0,no known property,27.0,none,for free,1.0,High Qualified,1.0,yes,yes,bad
879,Unknown,30.0,,radio/tv,6742.0,Unknown,Long,2.0,Male,none,3.0,life insurance,36.0,none,own,2.0,Qualified,1.0,none,yes,good
880,Unknown,24.0,,used car,7814.0,Very Low,Long,3.0,Male,none,3.0,car,38.0,none,own,1.0,High Qualified,1.0,yes,yes,good
881,Unknown,24.0,,used car,9277.0,Unknown,Medium,2.0,Male,none,4.0,no known property,48.0,none,for free,1.0,Qualified,1.0,yes,yes,good
882,Medium,30.0,,new car,2181.0,Unknown,Very Long,4.0,Male,none,4.0,real estate,36.0,none,own,2.0,Qualified,1.0,none,yes,good
883,Unknown,18.0,,radio/tv,1098.0,Very Low,,4.0,Female,none,4.0,car,65.0,none,own,2.0,Unemployed,1.0,none,yes,good
884,Medium,24.0,,furniture/equipment,4057.0,Very Low,Long,3.0,Male,none,3.0,car,43.0,none,own,1.0,Qualified,1.0,yes,yes,bad
885,Low,12.0,,education,795.0,Very Low,Short,4.0,Female,none,4.0,life insurance,53.0,none,own,1.0,Qualified,1.0,none,yes,bad
886,Medium,24.0,,business,2825.0,Unknown,Long,4.0,Male,none,3.0,no known property,34.0,none,own,2.0,Qualified,2.0,yes,yes,good
887,Medium,48.0,,business,15672.0,Very Low,Medium,2.0,Male,none,2.0,car,23.0,none,own,1.0,Qualified,1.0,yes,yes,bad
888,Unknown,36.0,,new car,6614.0,Very Low,Very Long,4.0,Male,none,4.0,car,34.0,none,own,2.0,High Qualified,1.0,yes,yes,good
889,Unknown,28.0,,used car,7824.0,Unknown,Short,3.0,Male,guarantor,4.0,real estate,40.0,bank,rent,2.0,Qualified,2.0,yes,yes,good
890,Low,27.0,,business,2442.0,Very Low,Very Long,4.0,Male,none,4.0,car,43.0,stores,own,4.0,High Qualified,2.0,yes,yes,good
891,Unknown,15.0,,radio/tv,1829.0,Very Low,Very Long,4.0,Male,none,4.0,car,46.0,none,own,2.0,Qualified,1.0,yes,yes,good
892,Low,12.0,,new car,2171.0,Very Low,Medium,4.0,Male,none,4.0,life insurance,38.0,bank,own,2.0,Unqualified,1.0,none,no,good
893,Medium,36.0,,used car,5800.0,Very Low,Medium,3.0,Male,none,4.0,car,34.0,none,own,2.0,Qualified,1.0,yes,yes,good
894,Unknown,18.0,,radio/tv,1169.0,Unknown,Medium,4.0,Male,none,3.0,life insurance,29.0,none,own,2.0,Qualified,1.0,yes,yes,good
895,Unknown,36.0,,used car,8947.0,Unknown,Long,3.0,Male,none,2.0,car,31.0,stores,own,1.0,High Qualified,2.0,yes,yes,good
896,Low,21.0,,radio/tv,2606.0,Very Low,Short,4.0,Female,none,4.0,life insurance,28.0,none,rent,1.0,High Qualified,1.0,yes,yes,good
897,Unknown,12.0,,furniture/equipment,1592.0,High,Long,3.0,Female,none,2.0,life insurance,35.0,none,own,1.0,Qualified,1.0,none,no,good
898,Unknown,15.0,,furniture/equipment,2186.0,Unknown,Long,1.0,Female,none,4.0,real estate,33.0,bank,rent,1.0,Unqualified,1.0,none,yes,good
899,Low,18.0,,furniture/equipment,4153.0,Very Low,Medium,2.0,Male,co applicant,3.0,car,42.0,none,own,1.0,Qualified,1.0,none,yes,bad
900,Low,16.0,,new car,2625.0,Very Low,Very Long,2.0,Male,guarantor,4.0,life insurance,43.0,bank,rent,1.0,Qualified,1.0,yes,yes,bad
901,Unknown,20.0,,new car,3485.0,Unknown,Short,2.0,Male,none,4.0,real estate,44.0,none,own,2.0,Qualified,1.0,yes,yes,good
902,Unknown,36.0,,used car,10477.0,Unknown,Very Long,2.0,Male,none,4.0,no known property,42.0,none,for free,2.0,Qualified,1.0,none,yes,good
903,Unknown,15.0,,radio/tv,1386.0,Unknown,Medium,4.0,Male,none,2.0,real estate,40.0,none,rent,1.0,Qualified,1.0,yes,yes,good
904,Unknown,24.0,,radio/tv,1278.0,Very Low,Very Long,4.0,Male,none,1.0,real estate,36.0,none,own,1.0,High Qualified,1.0,yes,yes,good
905,Low,12.0,,radio/tv,1107.0,Very Low,Medium,2.0,Male,none,2.0,real estate,20.0,none,rent,1.0,High Qualified,2.0,yes,yes,good
906,Low,21.0,,new car,3763.0,Unknown,Long,2.0,Male,co applicant,2.0,real estate,24.0,none,own,1.0,Unqualified,1.0,none,no,good
907,Medium,36.0,,education,3711.0,Unknown,Medium,2.0,Male,none,2.0,car,27.0,none,own,1.0,Qualified,1.0,none,yes,good
908,Unknown,15.0,,used car,3594.0,Very Low,Short,1.0,Female,none,2.0,life insurance,46.0,none,own,2.0,Unqualified,1.0,none,yes,good
909,Medium,9.0,,new car,3195.0,Unknown,Medium,1.0,Female,none,2.0,real estate,33.0,none,own,1.0,Unqualified,1.0,none,yes,good
910,Unknown,36.0,,radio/tv,4454.0,Very Low,Medium,4.0,Female,none,4.0,real estate,34.0,none,own,2.0,Qualified,1.0,none,yes,good
911,Medium,24.0,,furniture/equipment,4736.0,Very Low,Short,2.0,Female,none,4.0,car,25.0,bank,own,1.0,Unqualified,1.0,none,yes,bad
912,Medium,30.0,,radio/tv,2991.0,Unknown,Very Long,2.0,Female,none,4.0,car,25.0,none,own,1.0,Qualified,1.0,none,yes,good
913,Unknown,11.0,,business,2142.0,High,Very Long,1.0,Male,none,2.0,real estate,28.0,none,own,1.0,Qualified,1.0,yes,yes,good
914,Low,24.0,,business,3161.0,Very Low,Medium,4.0,Male,none,2.0,life insurance,31.0,none,rent,1.0,Qualified,1.0,yes,yes,bad
915,Medium,48.0,no credits,other,18424.0,Very Low,Medium,1.0,Female,none,2.0,life insurance,32.0,bank,own,1.0,High Qualified,1.0,yes,no,bad
916,Unknown,10.0,,used car,2848.0,Low,Medium,1.0,Male,co applicant,2.0,real estate,32.0,none,own,1.0,Qualified,2.0,none,yes,good
917,Low,6.0,,new car,14896.0,Very Low,Very Long,1.0,Male,none,4.0,no known property,68.0,bank,own,1.0,High Qualified,1.0,yes,yes,bad
918,Low,24.0,,furniture/equipment,2359.0,Low,,1.0,Male,none,1.0,life insurance,33.0,none,own,1.0,Qualified,1.0,none,yes,bad
919,Low,24.0,,furniture/equipment,3345.0,Very Low,Very Long,4.0,Male,none,2.0,life insurance,39.0,none,rent,1.0,High Qualified,1.0,yes,yes,bad
